,id,platform,hashtag,n_clusters,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,dominant_r,dominant_g,dominant_b,dominant_h,dominant_s,dominant_v,black,gray,white,orange,orange-yellow,yellow,yellow-green,green,green-blue,blue,blue-violet,violet,violet-red,red,red-orange
0,klimaschutz_547.jpg,instagram,klimaschutz,12,0.5709005685030641,0.44044274644888565,0.36010394545649843,0.22739481209150303,0.34293601018838876,0.5713295367166471,0.8117647058823529,0.6748039894158355,0.5921107266435987,0.0627450980392156,0.2705882352941176,0.8117647058823529,0.0,0.3028492647058822,0.0,0.0364583333333333,0.5221354166666664,0.0556832107843137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0828737745098038,0.0
0,klimaschutz_548.jpg,instagram,klimaschutz,13,0.5683220892598047,0.5557675485301892,0.5638296039012851,0.3961215150122549,0.16161726409313723,0.5981524299172795,0.7575902480946242,0.7607843137254902,0.7399000384467512,0.192156862745098,0.0274509803921568,0.7607843137254902,0.0,0.682861328125,0.121826171875,0.0679931640625,0.01763916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.036865234375,0.0,0.0,0.07281494140625
0,klimaschutz_549.jpg,instagram,klimaschutz,9,0.5727726597086176,0.615639280490076,0.542129974589542,0.2821672028186274,0.1989236270680147,0.6203347598805147,0.919763891715856,0.9294117647058824,0.8747404844290657,0.196078431372549,0.0588235294117647,0.9294117647058824,0.0,0.095458984375,0.29913330078125,0.01361083984375,0.0,0.081787109375,0.18988037109375,0.09893798828125,0.0,0.22119140625,0.0,0.0,0.0,0.0,0.0
0,klimaschutz_551.jpg,instagram,klimaschutz,3,0.9232485702614379,0.7953791610598488,0.7801563819251269,0.424453635620915,0.16582414215686264,0.9232485702614379,0.9490196078431372,0.9214794309880816,0.8857516339869281,0.0941176470588235,0.0666666666666666,0.9490196078431372,0.0,0.0,0.4596354166666667,0.5403645833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,klimaschutz_552.jpg,instagram,klimaschutz,11,0.3964205379623973,0.3404161964339639,0.3701595846431613,0.5521611279315647,0.2828347270280659,0.4440743944636676,0.1537254901960784,0.1711464821222607,0.2,0.6039215686274509,0.2313725490196078,0.2,0.0670955882352941,0.4350490196078431,0.0,0.1629136029411762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0432751225490196
0,klimaschutz_553.jpg,instagram,klimaschutz,5,0.6145680147058823,0.5650367573335957,0.5290004669207167,0.12378742550941937,0.1885374615532487,0.6145680147058823,0.9529411764705882,0.903348666802361,0.8632525951557093,0.0745098039215686,0.0941176470588235,0.9529411764705882,0.0,0.30813419117647045,0.461703431372549,0.0,0.2301623774509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,klimaschutz_554.jpg,instagram,klimaschutz,12,0.6279860080099614,0.5677098284247208,0.5372308518022967,0.2010605896770471,0.19100135765090331,0.6368587202037677,0.8823529411764706,0.8524323224099328,0.8304498269896193,0.0705882352941176,0.0588235294117647,0.8823529411764706,0.0,0.38733149509803905,0.0,0.0665594362745097,0.4570312499999999,0.0,0.0524662990196078,0.0,0.0,0.0,0.0,0.0366115196078431,0.0,0.0,0.0
0,klimaschutz_555.jpg,instagram,klimaschutz,9,0.5963849942013915,0.4424973793461566,0.5120374279483711,0.668750300365244,0.34496017156862724,0.6285461120722796,0.5173445507384038,0.4002460592079969,0.5607843137254902,0.788235294117647,0.2862745098039215,0.5607843137254902,0.0,0.0683210784313725,0.0,0.14736519607843118,0.1112898284313724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6730238970588235,0.0,0.0
0,klimaschutz_556.jpg,instagram,klimaschutz,17,0.30374635254999494,0.25906243353314684,0.18196391125947387,0.1409115062040441,0.2871567670036764,0.31825693167892155,0.0313725490196078,0.0313725490196078,0.0313725490196078,0.0,0.0,0.0313725490196078,0.48199462890625,0.12591552734375,0.0865478515625,0.021484375,0.18426513671875,0.0,0.09088134765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089111328125
0,klimaschutz_557.jpg,instagram,klimaschutz,18,0.5952098810977673,0.5195678039305481,0.4515815515680905,0.1648056036139942,0.38538212466359045,0.6491640835255665,0.9372549019607844,0.9144235022728816,0.8784467512495194,0.1019607843137254,0.0627450980392156,0.9372549019607844,0.0814950980392156,0.0,0.240502450980392,0.2117800245098038,0.36672794117647034,0.0,0.0,0.0512408088235294,0.0,0.0,0.0238970588235293,0.0243566176470587,0.0,0.0,0.0
0,klimaschutz_558.jpg,instagram,klimaschutz,11,0.523957565524678,0.6197346848510435,0.5759852449549241,0.44732977175245103,0.5134784773284313,0.7716356464460785,0.4785082660515187,0.7281570436709863,0.9607843137254902,0.5803921568627451,0.5019607843137255,0.9607843137254902,0.0,0.06927490234375,0.0,0.03594970703125,0.13330078125,0.1380615234375,0.0,0.2127685546875,0.0,0.0,0.08270263671875,0.32794189453125,0.0,0.0,0.0
0,klimaschutz_559.jpg,instagram,klimaschutz,18,0.5952098810977673,0.5195678039305481,0.4515815515680905,0.1648056036139942,0.38538212466359045,0.6491640835255665,0.9372549019607844,0.9144235022728816,0.8784467512495194,0.1019607843137254,0.0627450980392156,0.9372549019607844,0.0814950980392156,0.0,0.240502450980392,0.2117800245098038,0.36672794117647034,0.0,0.0,0.0512408088235294,0.0,0.0,0.0238970588235293,0.0243566176470587,0.0,0.0,0.0
0,klimaschutz_560.jpg,instagram,klimaschutz,10,0.6935506958814858,0.6563632939107239,0.6342446759758134,0.1236132136678199,0.1359026576316799,0.6945417627835445,1.0,1.0,1.0,0.0,0.0,1.0,0.1691942401960784,0.19952512254901938,0.3769914215686274,0.029181985294117502,0.22510723039215672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,klimaschutz_561.jpg,instagram,klimaschutz,14,0.3886691640564336,0.4677340556705186,0.5251891644322539,0.4408163326605147,0.4182420823721643,0.5754604599192615,0.2754017685505575,0.4763366126150575,0.5803921568627451,0.5568627450980392,0.5254901960784314,0.5803921568627451,0.1648284313725488,0.0152420343137254,0.0,0.1700367647058822,0.0,0.0428155637254902,0.0,0.0,0.0,0.0,0.5277267156862744,0.0279564950980392,0.0168504901960784,0.0345435049019607,0.0
